web-scraper-order,web-scraper-start-url,Link,Link-href,Name,Types,About,Schedule,Duration,Address,Rating,ReviewsNo,ExcellentRating,VeryGoodRating,AverageRating,PoorRating,TerribleRating
"1701377737-59","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4592. Eskina Snooker","https://www.tripadvisor.com/Attraction_Review-g1154791-d8515403-Reviews-Eskina_Snooker-Oeiras_Lisbon_District_Central_Portugal.html","Eskina Snooker","[{""Types"":""Bars & Clubs""}]","","","Duration: 1-2 hours","Rua Fundicao de Oeiras 31A, Oeiras 2780-057 Portugal","","","","","","",""
"1701377745-60","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4590-Lisbon_District_Central_Portugal.html","4591. Lisbon True Surfers","https://www.tripadvisor.com/Attraction_Review-g189158-d6840231-Reviews-Lisbon_True_Surfers-Lisbon_Lisbon_District_Central_Portugal.html","Lisbon True Surfers","[{""Types"":""Surfing & Windsurfing""}]","","","","Call","","","","","","",""
"1701377759-61","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4590. Insider Cooking Portugal","https://www.tripadvisor.com/Attraction_Review-g189155-d6939708-Reviews-Insider_Cooking_Portugal-Colares_Sintra_Municipality_Lisbon_District_Central_Port.html","Insider Cooking Portugal","[{""Types"":""Cooking Classes""}]","Learn the Portuguese way of living and cooking! Private cooking classes for groups in selected manor houses in the Sintra hills including wine and olive oil tasting, custom-made excursions to wine producers and markets","","","Caminho da Mãe d’Água, 10 Penedo, Colares, Colares 2705-258 Portugal","","","","","","",""
"1701377767-62","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4589. LisboaPhysio Golfe","https://www.tripadvisor.com/Attraction_Review-g189158-d7383391-Reviews-LisboaPhysio_Golfe-Lisbon_Lisbon_District_Central_Portugal.html","LisboaPhysio Golfe","[{""Types"":""Lessons & Workshops""}]","","","","Visit website","","","","","","",""
"1701377774-63","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4588. The Arcadia","https://www.tripadvisor.com/Attraction_Review-g189158-d10169105-Reviews-The_Arcadia-Lisbon_Lisbon_District_Central_Portugal.html","The Arcadia","[{""Types"":""Dance Clubs & Discos""}]","Located in one of Lisbon's most iconic theatre we are new and yet vintage. Our events theme change every week and so does our decoration, which s done by state of the art video mapping projections. Come and party with us till the sun comes up, we are in the heart of Bairro Alto, one of the worlds most famous bohemian neighborhoods so you can't miss it!","","Duration: More than 3 hours","Rua dos Caetanos 26, Lisbon 1200-079 Portugal","","","","","","",""
"1701377781-64","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4587. Yellow King","https://www.tripadvisor.com/Attraction_Review-g189158-d10093760-Reviews-Yellow_King-Lisbon_Lisbon_District_Central_Portugal.html","Yellow King","[{""Types"":""Private Tours""}]","","12:00 AM - 11:59 PM","","Call","","","","","","",""
"1701377789-65","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4586. AV- Awesome Vintage","https://www.tripadvisor.com/Attraction_Review-g189158-d8822039-Reviews-AV_Awesome_Vintage-Lisbon_Lisbon_District_Central_Portugal.html","AV- Awesome Vintage","[{""Types"":""Speciality & Gift Shops""},{""Types"":""Antique Shops""}]","AV| Awesome Vintage main goal: Changing the world, one bag at a time. We have passion for bags and vintage, so we really really really love vintage bags. Adding that to the need to contribute, somehow, to the planet’s sustainability we open, in 2015, a “shop in shop” inside a 50 years old handbags shop, the Jarda. At AV| Awesome Vintage we can find bags from the 40’s till our days, all second hand.","10:30 AM - 7:00 PM","Duration: < 1 hour","Avenida Guerra Junqueiro 13 B, Lisbon 1000-166 Portugal","","","","","","",""
"1701377796-66","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4585. Kids","https://www.tripadvisor.com/Attraction_Review-g189158-d9718486-Reviews-Kids-Lisbon_Lisbon_District_Central_Portugal.html","Kids","[{""Types"":""Speciality & Gift Shops""}]","The best boutique in Lisbon specialized in children clothing for special events and everyday children wear.","","Duration: < 1 hour","Rua Joaquim Antonio de Aguiar, Lisbon 1070-151 Portugal","","","","","","",""
"1701377804-67","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4584. Wiigo","https://www.tripadvisor.com/Attraction_Review-g1132025-d9728255-Reviews-Wiigo-Amadora_Lisbon_District_Central_Portugal.html","Wiigo","[{""Types"":""Taxis & Shuttles""}]","Enjoying life every single day! We are a tourism animation company and our main goal is to provide you those awesome days of leisure and fun while you are travelling in Portugal. Because nothing is possible without you. WIIGO Team Tourism of Portugal - 662RNAAT2015","12:00 AM - 11:00 PM","Duration: More than 3 hours","","","","","","","",""
"1701377811-68","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4583. Happybike","https://www.tripadvisor.com/Attraction_Review-g6750697-d6988033-Reviews-Happybike-Alcabideche_Lisbon_District_Central_Portugal.html","Happybike","[{""Types"":""Bike Tours""}]","","","","Call","","","","","","",""
"1701377819-69","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4582. A.T.A Tours and Transfers","https://www.tripadvisor.com/Attraction_Review-g189154-d3873699-Reviews-A_T_A_Tours_and_Transfers-Cascais_Lisbon_District_Central_Portugal.html","A.T.A Tours and Transfers","[{""Types"":""Private Tours""}]","","","","Call","","","","","","",""
"1701377826-70","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4581. Negozio Specializzato","https://www.tripadvisor.com/Attraction_Review-g189158-d3911949-Reviews-Negozio_Specializzato-Lisbon_Lisbon_District_Central_Portugal.html","Negozio Specializzato","[{""Types"":""Breweries""}]","","","","Rua Betesga, Lisbon 1100-090 Portugal","","","","","","",""
"1701377833-71","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4580. Rio e Violao","https://www.tripadvisor.com/Attraction_Review-g189158-d4788308-Reviews-Rio_e_Violao-Lisbon_Lisbon_District_Central_Portugal.html","Rio e Violao","[{""Types"":""Bars & Clubs""}]","","","","Passeio dos Navegadores, Lisbon 1990-182 Portugal","","","","","","",""
"1701377841-72","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4579. Bom Dia Lisbon","https://www.tripadvisor.com/Attraction_Review-g189158-d3915506-Reviews-Bom_Dia_Lisbon-Lisbon_Lisbon_District_Central_Portugal.html","Bom Dia Lisbon","[{""Types"":""Lessons & Workshops""}]","","","","","","","","","","",""
"1701377848-73","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4578. Companhia Alfacinha","https://www.tripadvisor.com/Attraction_Review-g189158-d4038794-Reviews-Companhia_Alfacinha-Lisbon_Lisbon_District_Central_Portugal.html","Companhia Alfacinha","[{""Types"":""Speciality & Gift Shops""}]","","","","Rua do Norte 94, Lisbon 1200-287 Portugal","","","","","","",""
"1701377856-74","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4577. Renato Rodyner Galery of Art","https://www.tripadvisor.com/Attraction_Review-g189154-d4059349-Reviews-Renato_Rodyner_Galery_of_Art-Cascais_Lisbon_District_Central_Portugal.html","Renato Rodyner Galery of Art","[{""Types"":""Speciality & Gift Shops""}]","","","","","","","","","","",""
"1701377863-75","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4576. CARRASCO art gallery","https://www.tripadvisor.com/Attraction_Review-g189158-d14892739-Reviews-CARRASCO_art_gallery-Lisbon_Lisbon_District_Central_Portugal.html","CARRASCO art gallery","[{""Types"":""Art Galleries""}]","Carrasco Art Gallery is a small new gallery, based in the heart of Lisbon. It aims to promote either national or international modern and contemporary painting and to discover and encourage new artists.","2:00 PM - 7:00 PM","Duration: < 1 hour","Beco do Carrasco, Lisbon 1200-096 Portugal","","","","","","",""
"1701377870-76","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4575. Acrobatic Dragon Actividades Tursticas","https://www.tripadvisor.com/Attraction_Review-g189158-d16694202-Reviews-Acrobatic_Dragon_Actividades_Tursticas-Lisbon_Lisbon_District_Central_Portugal.html","Acrobatic Dragon Actividades Tursticas","[{""Types"":""Taxis & Shuttles""}]","Lisbon Private Transfer
Long Distance Transfers Expert
Albufeira,Lisbon,Batalha,Belmonte,Beja,Caldas Da Rainha,Carcavelos,Cascais,Castelo Branco,Coimbra
Covilhã,Estoril,Évora,Ericeira,Fátima,Faro,Fundão
Figueira da Foz,Óbidos,Oeiras,Paço De Arcos,Porto 
Peniche,Portimão,Ponte de Lima,Paris,Guarda 
Guimarães,Nazaré,Mafra,Madrid,Tróia,Tomar,Lagos 
Leiria,Vigo,Sintra,Sevilha.","","","Avenida Barbosa Du Bocage 82 2, Lisbon 1050-032 Portugal","","","","","","",""
"1701377878-77","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4574. Junta de Freguesia de Arruda dos Vinhos","https://www.tripadvisor.com/Attraction_Review-g2712658-d16668160-Reviews-Junta_de_Freguesia_de_Arruda_dos_Vinhos-Arruda_dos_Vinhos_Lisbon_District_Centr.html","Junta de Freguesia de Arruda dos Vinhos","[{""Types"":""Government Buildings""}]","Local government body, functioning in century old school ""Conde Ferreira"" style, unchanged since it was build.","","Duration: < 1 hour","Largo Antonio Luis Macedo 2, Arruda dos Vinhos 2630-218 Portugal","","","","","","",""
"1701377885-78","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4573. Pousse-Pousse","https://www.tripadvisor.com/Attraction_Review-g189158-d14976535-Reviews-Pousse_Pousse-Lisbon_Lisbon_District_Central_Portugal.html","Pousse-Pousse","[{""Types"":""Taxis & Shuttles""}]","Pousse-pousse-lisbon «slow & intense eco tourism» on board of a pousse-pousse; get away along the tagus river cycling from lisbon city-center. A pioneer service in Lisbon eco mobility at your service your eco-responsible «cyclo» vehicle with electric assistance allows the driver to transport you in absolute safety! ecology and the human being are at the heart of our commitment for respons","","Duration: More than 3 hours","","","","","","","",""
"1701377893-79","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4572. Studio Dance Lisboa","https://www.tripadvisor.com/Attraction_Review-g189158-d15056727-Reviews-Studio_Dance_Lisboa-Lisbon_Lisbon_District_Central_Portugal.html","Studio Dance Lisboa","[{""Types"":""Lessons & Workshops""}]","Studio DANCE Lisboa is a concept within Pro.danca studio, a studio dedicated to dance in Lisbon since 1992. A center of creativity and high energy. We inspire you to live more by dancing more. Come to explore and create, to build self-confidence and self-discipline. Come and connect with others who share a love of dance, specially Zumba®. Classes all tuesdays and thursdays at 10:30am.","","Duration: 1-2 hours","Rua de Sao Domingos a Lapa 8N, Lisbon 1200-835 Portugal","","","","","","",""
"1701377900-80","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4571. Smash it Room","https://www.tripadvisor.com/Attraction_Review-g189158-d15832201-Reviews-Smash_it_Room-Lisbon_Lisbon_District_Central_Portugal.html","Smash it Room","[{""Types"":""Game & Entertainment Centers""}]","Wouldn’t it be good to let it all out from long hours of work and daily obligations? Imagine a beautiful dining room, with table set, television in front of the couch and a gorgeous and delicate cup set. Now, choose your favourite destruction tool. All is ready to succumb to your energy!","2:00 PM - 10:00 PM","Duration: 1-2 hours","Rua Furnas 19A Junto ao Jardim Zoológico, Lisbon 1500-298 Portugal","","","","","","",""
"1701377908-81","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4570. Centro Artistico Infantil","https://www.tripadvisor.com/Attraction_Review-g189158-d245753-Reviews-Centro_Artistico_Infantil-Lisbon_Lisbon_District_Central_Portugal.html","Centro Artistico Infantil","[{""Types"":""Game & Entertainment Centers""}]","","","","Call","","","","","","",""
"1701377915-82","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4569. Casa Diana","https://www.tripadvisor.com/Attraction_Review-g189158-d245749-Reviews-Casa_Diana-Lisbon_Lisbon_District_Central_Portugal.html","Casa Diana","[{""Types"":""Speciality & Gift Shops""}]","","","","Rua Pascoal de Melo 62D Chile, 1000, Lisbon 1000-234 Portugal","","","","","","",""
"1701377922-83","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4568. Teatro Infantil Lisboa","https://www.tripadvisor.com/Attraction_Review-g189158-d245931-Reviews-Teatro_Infantil_Lisboa-Lisbon_Lisbon_District_Central_Portugal.html","Teatro Infantil Lisboa","[{""Types"":""Theater & Performances""}]","","","","Teatro Armando Cortez Estrada da Pontinha, 7, Lisboa, Lisbon 1600-583 Portugal","","","","","","",""
"1701377930-84","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4567. Super Craque","https://www.tripadvisor.com/Attraction_Review-g189158-d245926-Reviews-Super_Craque-Lisbon_Lisbon_District_Central_Portugal.html","Super Craque","[{""Types"":""Health Clubs""}]","","","","Rua Capitao Ramires 17A Campo Pequeno, 1000, Lisbon 1000-084 Portugal","","","","","","",""
"1701377937-85","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4566. Loja da Atalaia","https://www.tripadvisor.com/Attraction_Review-g189158-d195822-Reviews-Loja_da_Atalaia-Lisbon_Lisbon_District_Central_Portugal.html","Loja da Atalaia","[{""Types"":""Speciality & Gift Shops""}]","Whether you are looking for Retro or contemporary style, drop in at this well-known furniture retailer for some of the more traditional or cutting-edge looks.","","","","","","","","","",""
"1701377945-86","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4565. Barriga Killer","https://www.tripadvisor.com/Attraction_Review-g189158-d245686-Reviews-Barriga_Killer-Lisbon_Lisbon_District_Central_Portugal.html","Barriga Killer","[{""Types"":""Health Clubs""}]","","","","Call","","","","","","",""
"1701377952-87","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa4560-Lisbon_District_Central_Portugal.html","4564. Bar 24","https://www.tripadvisor.com/Attraction_Review-g189154-d245683-Reviews-Bar_24-Cascais_Lisbon_District_Central_Portugal.html","Bar 24","[{""Types"":""Bars & Clubs""}]","","","","Rua Marques Leal Pancada 24, Cascais 2750-430 Portugal","","","","","","",""
